0.007565,107.862200,1.000000,13.000000,9.000000,4.000000,0.000000,1.000000,20.750000,1.000000
0.038428,87.319800,4.000000,4.000000,2.000000,7.000000,1.000000,1.000000,8.300000,1.000000
0.099575,241.753800,1.000000,11.000000,0.000000,3.000000,2.000000,0.000000,14.600000,1.000000
0.015388,155.034000,1.000000,13.000000,2.000000,7.000000,1.000000,1.000000,7.315000,1.000000
0.118599,234.230000,2.000000,4.000000,5.000000,0.000000,2.000000,3.000000,12.500443,1.000000
0.063817,117.149200,2.000000,6.000000,8.000000,2.000000,0.000000,1.000000,9.800000,2.000000
0.082602,50.103400,2.000000,0.000000,3.000000,8.000000,2.000000,2.000000,19.350000,1.000000
0.015782,81.059200,1.000000,0.000000,5.000000,0.000000,2.000000,3.000000,12.500569,1.000000
0.123365,95.743600,2.000000,13.000000,7.000000,5.000000,1.000000,1.000000,6.305000,2.000000
0.005698,186.892400,1.000000,0.000000,2.000000,7.000000,1.000000,1.000000,5.985000,0.000000
0.103569,118.346600,1.000000,6.000000,2.000000,7.000000,1.000000,1.000000,16.600000,0.000000
0.105811,85.390800,1.000000,6.000000,7.000000,5.000000,1.000000,1.000000,6.590000,2.000000
0.171079,240.419600,1.000000,8.000000,4.000000,0.000000,0.000000,0.000000,12.500381,2.000000
0.092738,122.309800,1.000000,1.000000,9.000000,4.000000,0.000000,1.000000,4.785000,1.000000
0.021206,52.029800,0.000000,7.000000,1.000000,1.000000,2.000000,1.000000,16.750000,0.000000
0.079451,151.636600,2.000000,0.000000,9.000000,4.000000,0.000000,1.000000,6.135000,1.000000
0.054135,198.776800,1.000000,12.000000,7.000000,5.000000,1.000000,1.000000,19.850000,2.000000
0.037981,192.218800,1.000000,14.000000,3.000000,8.000000,2.000000,2.000000,17.850000,1.000000
0.028184,109.691200,1.000000,9.000000,5.000000,0.000000,2.000000,3.000000,12.500630,1.000000
0.196898,193.713600,1.000000,13.000000,0.000000,3.000000,2.000000,0.000000,13.600000,0.000000
0.109920,175.008000,1.000000,6.000000,1.000000,1.000000,2.000000,1.000000,7.100000,0.000000
0.182619,239.919600,1.000000,11.000000,6.000000,6.000000,1.000000,1.000000,19.200000,2.000000
0.065631,47.740200,0.000000,5.000000,8.000000,2.000000,0.000000,1.000000,13.650000,2.000000
0.027447,142.347000,1.000000,11.000000,4.000000,0.000000,0.000000,0.000000,12.500345,2.000000
0.035179,180.731800,1.000000,13.000000,6.000000,6.000000,1.000000,1.000000,19.200000,2.000000
0.038455,209.492800,2.000000,13.000000,0.000000,3.000000,2.000000,0.000000,6.785000,1.000000
0.035102,47.603400,1.000000,9.000000,6.000000,6.000000,1.000000,1.000000,13.000000,2.000000
0.091485,161.389400,1.000000,9.000000,8.000000,2.000000,0.000000,1.000000,5.825000,2.000000
0.058102,244.680200,1.000000,4.000000,8.000000,2.000000,0.000000,1.000000,13.800000,2.000000
0.022940,116.549200,0.000000,6.000000,6.000000,6.000000,1.000000,1.000000,12.800000,2.000000
0.067377,32.090000,1.000000,9.000000,4.000000,0.000000,0.000000,0.000000,12.500368,2.000000
0.022149,194.945200,2.000000,10.000000,3.000000,8.000000,2.000000,2.000000,9.500000,1.000000
0.006793,42.411200,1.000000,9.000000,3.000000,8.000000,2.000000,2.000000,12.500000,1.000000
0.024870,217.750800,2.000000,6.000000,5.000000,0.000000,2.000000,3.000000,12.500608,1.000000
0.096931,164.255200,1.000000,1.000000,2.000000,7.000000,1.000000,1.000000,5.780000,0.000000
0.008694,205.098000,2.000000,10.000000,5.000000,0.000000,2.000000,3.000000,12.500391,1.000000
0.078961,80.364400,1.000000,3.000000,5.000000,0.000000,2.000000,3.000000,12.500568,1.000000
0.050479,114.017600,1.000000,0.000000,0.000000,3.000000,2.000000,0.000000,10.395000,1.000000
0.089486,192.150400,1.000000,9.000000,2.000000,7.000000,1.000000,1.000000,18.350000,0.000000
0.015942,103.396400,1.000000,9.000000,5.000000,0.000000,2.000000,3.000000,12.500619,1.000000
0.029127,143.378600,1.000000,9.000000,3.000000,8.000000,2.000000,2.000000,21.100000,1.000000
0.069236,116.646600,0.000000,6.000000,0.000000,3.000000,2.000000,0.000000,19.750000,1.000000
0.178700,173.942200,1.000000,9.000000,2.000000,7.000000,1.000000,1.000000,8.430000,0.000000
