0.016047,249.809200,1.000000,4.000000,9.000000,4.000000,0.000000,1.000000,9.300000,1.000000,3735.138000
0.019278,48.269200,2.000000,14.000000,3.000000,8.000000,2.000000,2.000000,5.920000,1.000000,443.422800
0.016760,141.618000,1.000000,10.000000,9.000000,4.000000,0.000000,1.000000,17.500000,1.000000,2097.270000
0.000000,182.095000,2.000000,6.000000,0.000000,3.000000,2.000000,0.000000,19.200000,1.000000,732.380000
0.000000,53.861400,1.000000,9.000000,1.000000,1.000000,2.000000,1.000000,8.930000,0.000000,994.705200
0.000000,51.400800,2.000000,0.000000,3.000000,8.000000,2.000000,2.000000,10.395000,1.000000,556.608800
0.012741,57.658800,2.000000,13.000000,1.000000,1.000000,2.000000,1.000000,13.650000,0.000000,343.552800
0.127470,107.762200,1.000000,13.000000,5.000000,0.000000,2.000000,3.000000,12.500411,1.000000,4022.763600
0.016687,96.972600,2.000000,5.000000,7.000000,5.000000,1.000000,1.000000,16.200000,2.000000,1076.598600
0.094450,187.821400,2.000000,5.000000,2.000000,7.000000,1.000000,1.000000,19.200000,0.000000,4710.535000
0.000000,45.540200,1.000000,6.000000,9.000000,4.000000,0.000000,1.000000,11.800000,1.000000,1516.026600
0.045464,144.110200,2.000000,4.000000,8.000000,2.000000,0.000000,1.000000,18.500000,2.000000,2187.153000
0.100014,145.478600,2.000000,6.000000,9.000000,4.000000,0.000000,1.000000,15.100000,1.000000,1589.264600
0.047257,119.678200,2.000000,13.000000,8.000000,2.000000,0.000000,1.000000,17.600000,2.000000,2145.207600
0.068024,196.442600,1.000000,6.000000,1.000000,1.000000,2.000000,1.000000,16.350000,0.000000,1977.426000
0.069089,56.361400,2.000000,2.000000,8.000000,2.000000,0.000000,1.000000,9.000000,2.000000,1547.319200
0.008596,115.349200,1.000000,8.000000,3.000000,8.000000,2.000000,2.000000,11.800000,1.000000,1621.888800
0.069196,54.361400,2.000000,2.000000,9.000000,4.000000,0.000000,1.000000,9.000000,1.000000,718.398200
0.034238,113.283400,1.000000,7.000000,5.000000,0.000000,2.000000,3.000000,12.500403,1.000000,2303.668000
0.102492,230.535200,1.000000,4.000000,6.000000,6.000000,1.000000,1.000000,13.350000,2.000000,2748.422400
0.138190,250.872400,2.000000,13.000000,1.000000,1.000000,2.000000,1.000000,18.850000,0.000000,3775.086000
0.035400,144.544400,2.000000,0.000000,5.000000,0.000000,2.000000,3.000000,12.500497,1.000000,4064.043200
0.025698,196.508400,1.000000,9.000000,6.000000,6.000000,1.000000,1.000000,14.600000,2.000000,1587.267200
0.057557,107.693800,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,12.500588,2.000000,214.387600
0.025896,165.021000,2.000000,5.000000,8.000000,2.000000,0.000000,1.000000,13.850000,2.000000,4078.025000
0.099887,45.906000,1.000000,9.000000,2.000000,7.000000,1.000000,1.000000,13.000000,0.000000,838.908000
0.066693,42.311200,2.000000,13.000000,6.000000,6.000000,1.000000,1.000000,7.645000,2.000000,1065.280000
0.019356,39.116400,3.000000,7.000000,1.000000,1.000000,2.000000,1.000000,11.650000,0.000000,308.931200
0.161467,45.508600,2.000000,4.000000,0.000000,3.000000,2.000000,0.000000,5.925000,1.000000,178.434400
0.072222,43.645400,2.000000,3.000000,4.000000,0.000000,0.000000,0.000000,12.500568,2.000000,125.836200
0.170349,55.795600,1.000000,4.000000,0.000000,3.000000,2.000000,0.000000,19.250000,1.000000,163.786800
0.080829,96.443600,1.000000,8.000000,3.000000,8.000000,2.000000,2.000000,18.600000,1.000000,2741.764400
0.000000,256.667200,1.000000,13.000000,3.000000,8.000000,2.000000,2.000000,18.700000,1.000000,3068.006400
0.000000,93.143600,1.000000,1.000000,7.000000,5.000000,1.000000,1.000000,17.850000,2.000000,2174.502800
0.097904,174.873800,1.000000,14.000000,8.000000,2.000000,0.000000,1.000000,17.500000,2.000000,2085.285600
0.089291,146.710200,1.000000,8.000000,9.000000,4.000000,0.000000,1.000000,10.000000,1.000000,3791.065200
0.059512,128.067800,2.000000,6.000000,5.000000,0.000000,2.000000,3.000000,12.501115,1.000000,2797.691600
0.113124,122.538800,2.000000,14.000000,3.000000,8.000000,2.000000,2.000000,8.850000,1.000000,1609.904400
