0.25435,3654.5,4528.8,9.3382,27.143,42.544,2705.2,75.049,120.4,0.3444,79.89,50.552,2634.2,24.484,51.006,3102.3,23.521,65.659,230.41,341.67,94.599,77.499,32.002,9.0213,26.985,6.8207,18.594,1.6742,32.643,13.833,24.092,1.3026,18.419,2.243,4.8899,2.2012,0.018427,0.85337,0.10844,53.998,44.538,62.896,54.549,25.078,61.287,22.233,41.16,39.724,48.861,46.798,41.42,16.749
0.25539,3644.6,4532.3,9.341,26.997,42.297,2706.3,75.229,120.4,0.34625,80.08,51.057,2635.7,26.351,48.699,3105,22.345,65.632,229.09,341.65,94.738,77.533,32.002,9.0213,26.985,6.8207,18.594,1.6742,32.643,13.833,24.092,1.3026,18.419,2.243,4.8899,2.2012,0.018427,0.85337,0.10844,53.998,44.538,63.066,54.508,24.976,62.249,22.034,40.935,41.212,43.523,46.812,41.628,19.531
0.26915,3669.6,4539.7,9.4384,26.89,42.5,2708.1,73.868,120.4,0.3359,80.147,51.526,2636.6,24.51,49.799,3105.8,23.17,65.658,227.81,341.42,94.544,77.16,32.436,8.86,26.164,6.8957,18.818,1.605,33.224,13.589,23.52,1.4401,18.623,2.2729,4.886,2.3665,0.018427,0.85337,0.10844,53.998,44.538,63.476,54.137,26.443,62.148,22.259,40.798,42.592,46.069,46.82,41.157,17.586
0.26621,3683.7,4532.3,9.3307,26.929,42.097,2709.8,74.792,120.41,0.3365,80.214,49.569,2639.4,25.566,51.261,3106.8,23.135,65.644,226.77,341.84,94.49,77.479,32.436,8.86,26.164,6.8957,18.818,1.605,33.224,13.589,23.52,1.4401,18.623,2.2729,4.886,2.3665,0.018427,0.85337,0.10844,53.998,44.538,63.233,54.225,26.733,61.333,22.513,40.725,36.831,49.452,46.806,41.622,17.64
0.22884,3672.7,4491.6,9.2793,27.005,41.886,2710,74.6,120.41,0.31343,80.26,48.297,2640,25.741,50.086,3106.4,22.924,65.681,228.94,341.72,94.523,77.327,32.012,8.9612,26.128,6.8096,18.386,1.664,33.18,13.853,24.202,1.3048,18.24,2.2634,4.7973,2.3403,0.018427,0.85337,0.10844,53.998,44.538,62.786,54.175,22.087,60.035,22.62,36.838,33.088,46.734,46.506,40.828,18.14
0.22591,3643.2,4523.5,9.269,26.967,42.528,2708.4,74.37,120.39,0.31218,80.149,50.024,2637.6,24.97,48.583,3104.3,22.63,65.695,229.06,342.19,94.607,77.238,32.012,8.9612,26.128,6.8096,18.386,1.664,33.18,13.853,24.202,1.3048,18.24,2.2634,4.7973,2.3403,0.037035,0.83478,0.10211,53.294,43.121,63.295,53.793,22.375,61.646,22.442,36.99,38.171,43.255,47.079,41.714,18.843
0.26744,3648.3,4563.5,9.2639,27.317,42.289,2705.9,74.772,120.4,0.34449,79.802,50.065,2634.1,24.636,50.295,3103.2,22.243,65.651,227.75,341.52,94.57,76.879,32.066,8.8451,26.461,6.9517,18.519,1.672,33.086,13.9,23.624,1.195,18.629,2.2951,4.8777,2.3037,0.037035,0.83478,0.10211,53.294,43.121,63.99,54.403,26.28,63.469,22.506,39.958,38.29,47.217,47.391,41.025,19.813
0.26791,3670.2,4595.3,9.403,26.641,42.384,2706.4,75.708,120.39,0.33763,79.911,49.458,2635.1,24.654,49.525,3103,22.291,65.585,230.07,341.27,94.521,77.241,32.066,8.8451,26.461,6.9517,18.519,1.672,33.086,13.9,23.624,1.195,18.629,2.2951,4.8777,2.3037,0.037035,0.83478,0.10211,53.294,43.121,63.613,54.022,26.234,61.078,22.231,40.794,36.505,45.434,47.384,40.349,19.688
0.26363,3677.1,4488.3,9.2833,26.934,42.37,2705.4,75.802,120.39,0.34793,79.912,50.656,2634.1,25.569,50.774,3101.9,22.398,65.598,230.5,341.65,94.68,76.974,32.148,8.9152,26.566,6.8642,19.325,1.6686,33.184,13.865,23.912,1.2495,18.502,2.2835,4.8044,2.279,0.037035,0.83478,0.10211,53.294,43.121,62.25,55.031,25.929,61.12,22.167,40.883,40.03,48.325,47.542,40.722,19.459
0.26271,3651.7,4535.1,9.2782,26.823,42.185,2706.9,74.722,120.41,0.34542,80.069,49.995,2635.8,22.958,49.935,3103.3,23.212,65.644,231.15,341.76,94.572,77.538,32.148,8.9152,26.566,6.8642,19.325,1.6686,33.184,13.865,23.912,1.2495,18.502,2.2835,4.8044,2.279,0.037035,0.83478,0.10211,53.294,43.121,62.686,54.471,26.02,60.235,22.353,41.189,38.085,46.383,47.679,40.994,17.483
0.25566,3652,4441.6,9.3297,26.605,42.504,2706.2,74.777,120.39,0.3402,80.125,50.523,2635.1,24.784,49.473,3103.9,23.484,65.68,232.65,341.47,94.596,77.246,32.219,8.8215,26.326,7.0613,18.487,1.6622,33.438,13.902,24.022,1.326,18.233,2.2454,4.8671,2.3088,0.029183,0.83804,0.087587,53.27,44.397,63.424,53.588,25.33,61.172,22.23,40.989,39.64,45.314,47.276,40.738,16.853
