0.25209,3649,4463.9,9.4179,27.112,41.892,2711.5,76.03,120.39,0.33886,79.891,49.822,2640.7,25.581,47.205,3105.9,23.307,65.62,229.86,343.33,94.695,77.363,32.231,8.9548,26.063,6.7126,18.666,1.6498,33.121,13.872,24.553,1.126,18.806,2.2813,4.8249,2.2789,0.029197,0.84716,0.09543,54.41,44.053,62.529,52.778,24.705,59.962,22.867,40.392,37.577,40.066,47.334,40.573,17.278
0.25312,3659.4,4412.6,9.3558,26.911,42.523,2712.4,74.565,120.39,0.33905,79.864,49.342,2640.5,24.193,46.808,3106.6,23.125,65.575,228.32,343.42,94.693,77.311,32.231,8.9548,26.063,6.7126,18.666,1.6498,33.121,13.872,24.553,1.126,18.806,2.2813,4.8249,2.2789,0.029197,0.84716,0.09543,54.41,44.053,62.35,53.392,24.604,62.587,22.801,40.369,36.163,39.147,47.358,40.528,17.722
0.24426,3696.4,4505,9.4491,27.478,42.116,2713.2,75.501,120.41,0.3403,79.899,49.775,2642.8,23.896,50.285,3109,23.3,65.599,230.02,343.25,94.653,77.502,32.49,8.9332,26.666,7.0085,18.927,1.6785,33.023,13.753,24.342,1.3662,18.524,2.2792,4.868,2.2489,0.029197,0.84716,0.09543,54.41,44.053,63.601,54.204,24.406,61.476,23.19,40.732,37.438,47.193,47.095,41.199,17.292
0.24726,3689.3,4506.7,9.3822,27.208,42.535,2715.7,74.798,120.4,0.34318,80.1,51.009,2644.5,22.827,50.924,3111.1,22.228,65.619,228.53,342.82,94.506,77.51,32.49,8.9332,26.666,7.0085,18.927,1.6785,33.023,13.753,24.342,1.3662,18.524,2.2792,4.868,2.2489,0.029197,0.84716,0.09543,54.41,44.053,63.722,54.184,24.112,61.77,22.813,40.381,41.071,48.672,47.111,41.472,19.814
0.2214,3598.4,4468.7,9.2418,26.58,42.011,2715.6,74.835,120.39,0.33174,80.128,49.594,2645.1,25.844,49.157,3110.8,22.78,65.63,228.56,343.17,94.574,77.49,32.06,8.9056,26.938,6.7426,18.804,1.6369,33.113,13.865,24.025,1.3939,18.134,2.2649,4.7295,2.2689,0.029197,0.84716,0.09543,54.41,44.053,62.711,53.995,21.368,61.663,22.614,38.565,36.906,44.582,46.992,40.611,18.489
0.2181,3618.6,4486.8,9.4179,27.269,42.258,2715.4,74.569,120.39,0.33005,79.949,50.297,2643.9,26.3,50.434,3110.1,23.811,65.661,228.93,343.11,94.734,77.099,32.06,8.9056,26.938,6.7426,18.804,1.6369,33.113,13.865,24.025,1.3939,18.134,2.2649,4.7295,2.2689,0.028573,0.83481,0.10594,54.158,44.846,62.364,53.779,21.692,62.214,22.96,38.771,38.973,47.537,47.404,40.378,16.077
0.25896,3656.9,4499.5,9.4352,26.959,42.188,2716.8,74.852,120.4,0.34359,79.829,51.046,2646.3,23.831,50.5,3111.9,23.756,65.598,231.24,342.77,94.614,77.049,32.017,9.0959,26.337,6.9136,18.78,1.7035,32.416,13.921,24.307,1.3576,18.018,2.2662,4.8028,2.1499,0.028573,0.83481,0.10594,54.158,44.846,64.044,53.913,25.684,63.128,23.01,40.096,41.179,47.69,47.33,41.223,16.219
0.25997,3699.8,4510.1,9.3781,27.107,42.078,2716.9,75.332,120.41,0.34128,79.761,50.78,2646.3,25.343,51.425,3112.8,23.945,65.581,232.26,342.95,94.599,77.528,32.017,9.0959,26.337,6.9136,18.78,1.7035,32.416,13.921,24.307,1.3576,18.018,2.2662,4.8028,2.1499,0.028573,0.83481,0.10594,54.158,44.846,63.305,53.787,25.584,60.901,22.785,40.377,40.395,49.833,47.37,41.848,15.742
0.26682,3626.9,4513.4,9.3665,26.842,42.465,2717.9,74.991,120.39,0.34503,79.803,49.221,2647.4,25.704,49.001,3112.2,23.646,65.594,230.37,343.48,94.64,76.887,32.247,9.0855,26.362,6.9435,18.51,1.6862,33.024,14.021,23.465,1.3099,18.593,2.2428,4.832,2.335,0.028573,0.83481,0.10594,54.158,44.846,63.11,53.803,26.029,61.126,23.054,41.519,35.807,44.223,47.671,40.377,16.5
0.2652,3641.4,4534,9.4456,26.689,42.458,2717.7,74.891,120.41,0.3487,79.674,50.888,2646.9,25.118,49.94,3112.9,22.914,65.561,232.28,343.14,94.757,77.064,32.247,9.0855,26.362,6.9435,18.51,1.6862,33.024,14.021,23.465,1.3099,18.593,2.2428,4.832,2.335,0.028573,0.83481,0.10594,54.158,44.846,62.862,53.557,26.187,63.212,22.85,41.072,40.714,46.396,47.633,40.848,18.245
