0.20679,3613.1,4456.2,9.2905,26.823,42.125,2710.2,75.145,120.39,0.34232,80.077,50.728,2639.3,24.49,48.539,3107,24.094,65.671,229.37,341.79,95.043,77.416,32.242,9.0089,26.449,6.7619,18.654,1.6568,32.678,13.747,24.008,1.1105,18.446,2.271,4.7871,2.2392,0.0076179,0.82835,0.097173,53.061,44.997,62.716,54.923,20.512,61.684,22.143,40.852,40.243,43.154,47.442,41.604,15.396
0.20856,3621.4,4553.6,9.4751,26.538,42.068,2714.6,75.247,120.37,0.34288,80.292,50.988,2643.4,24.864,50.945,3112.7,23.823,65.702,231.19,340.21,94.881,77.856,32.242,9.0089,26.449,6.7619,18.654,1.6568,32.678,13.747,24.008,1.1105,18.446,2.271,4.7871,2.2392,0.0076179,0.82835,0.097173,53.061,44.997,62.572,53.757,20.338,60.253,22.338,40.784,41.008,48.722,47.218,39.803,15.99
0.22952,3678,4555.3,9.3974,26.82,42.005,2719.9,75.19,120.4,0.32391,80.449,49.939,2648.2,25.831,51.55,3121,22.948,65.758,228.35,338.9,94.902,77.56,32.222,8.94,26.668,6.8218,18.693,1.6622,32.914,13.918,24.452,1.2564,18.271,2.2181,4.8159,2.25,0.0076179,0.82835,0.097173,53.061,44.997,63.452,53.867,22.491,61.049,21.624,38.431,37.922,50.122,47.406,40.887,18.048
0.22765,3671.9,4514.5,9.3427,27.127,42.444,2722.2,75.487,120.42,0.32258,80.435,49.638,2650.4,24.497,50.437,3126,23.216,65.828,228.24,337.21,94.69,77.635,32.222,8.94,26.668,6.8218,18.693,1.6622,32.914,13.918,24.452,1.2564,18.271,2.2181,4.8159,2.25,0.0076179,0.82835,0.097173,53.061,44.997,63.558,54.355,22.674,60.937,21.55,38.593,37.035,47.546,47.349,40.818,17.383
0.22825,3653.7,4577,9.2396,27.055,42.2,2723.1,75.668,120.4,0.33797,80.234,49.288,2651.3,23.682,49.761,3127.1,22.478,65.825,226.68,336.74,94.893,77.146,31.734,8.8122,27.303,6.8046,18.647,1.692,32.416,13.633,24.436,1.174,18.083,2.2876,4.9023,2.2829,0.0076179,0.82835,0.097173,53.061,44.997,63.431,53.531,22.905,62.318,21.126,41.309,36.005,45.982,47.422,41.078,19.168
0.23077,3676,4519.7,9.3501,27.086,42.394,2724.2,75.291,120.4,0.33834,79.974,48.65,2650.6,24.41,50.655,3129.4,23.549,65.734,227.28,335.05,94.891,77.066,31.734,8.8122,27.303,6.8046,18.647,1.692,32.416,13.633,24.436,1.174,18.083,2.2876,4.9023,2.2829,0.0098322,0.84457,0.089847,52.926,43.636,63.046,54.216,22.658,60.512,21.032,41.264,34.126,48.049,47.238,40.63,16.648
0.28194,3669.7,4538,9.4414,26.715,42.451,2730.5,74.759,120.41,0.30927,80.163,49.142,2658,26.187,50.774,3138.1,22.915,65.688,227.87,333.91,94.814,77.557,31.114,8.9118,27.551,6.9775,18.597,1.6899,32.46,13.697,25.413,1.2809,18.877,2.256,4.8473,2.2981,0.0098322,0.84457,0.089847,52.926,43.636,63.371,54.126,27.339,60.712,20.527,37.114,35.574,48.325,47.097,40.853,18.109
0.28004,3682.9,4499.7,9.1933,26.796,42.272,2735.9,76.037,120.42,0.30966,80.26,52.242,2663.1,23.986,48.764,3145.4,23.058,65.688,227.92,332.58,94.927,77.696,31.114,8.9118,27.551,6.9775,18.597,1.6899,32.46,13.697,25.413,1.2809,18.877,2.256,4.8473,2.2981,0.0098322,0.84457,0.089847,52.926,43.636,63.143,54.586,27.526,63.255,20.396,37.066,44.697,43.674,47.003,41.096,17.742
0.34829,3618.4,4547.9,9.3219,27.125,42.401,2744.5,75.068,120.41,0.31687,80.461,49.692,2672,26.33,48.795,3152.5,23.161,65.712,227.85,331.73,94.818,77.702,30.631,8.7222,28.352,7.1357,18.233,1.6771,31.149,13.699,25.719,1.4201,18.552,2.2392,4.7914,2.3253,0.0098322,0.84457,0.089847,52.926,43.636,62.729,54.156,34.185,61.872,20.773,37.654,37.195,43.744,46.915,40.372,17.467
0.3463,3638.6,4547,9.2882,27.145,42.401,2747.7,75.205,120.42,0.30949,80.23,49.37,2673.8,23.814,49.439,3159.2,22.404,65.756,225.51,330.94,94.946,77.216,30.631,8.7222,28.352,7.1357,18.233,1.6771,31.149,13.699,25.719,1.4201,18.552,2.2392,4.7914,2.3253,0.0098322,0.84457,0.089847,52.926,43.636,62.381,54.168,34.381,62.011,20.209,38.554,36.247,45.236,47.032,40.507,19.293
