   2.4832000e-01   3.6611000e+03   4.5143000e+03   9.3054000e+00   2.6755000e+01   4.2090000e+01   2.7050000e+03   7.4569000e+01   1.2038000e+02   3.3401000e-01   8.0146000e+01   5.0420000e+01   2.6333000e+03   2.5060000e+01   4.9615000e+01   3.1037000e+03   2.2822000e+01   6.5740000e+01   2.2805000e+02   3.4140000e+02   9.4584000e+01   7.7268000e+01   3.2188000e+01   8.8933000e+00   2.6383000e+01   6.8820000e+00   1.8776000e+01   1.6567000e+00   3.2958000e+01   1.3823000e+01   2.3978000e+01   1.2565000e+00   1.8579000e+01   2.2633000e+00   4.8436000e+00   2.2986000e+00   1.7866000e-02   8.3570000e-01   9.8577000e-02   5.3724000e+01   4.3828000e+01   6.3102000e+01   5.3920000e+01   2.4861000e+01   6.2356000e+01   2.1925000e+01   4.0443000e+01   3.9336000e+01   4.5642000e+01   4.7648000e+01   4.1158000e+01   1.8413000e+01
   2.5125000e-01   3.6504000e+03   4.5244000e+03   9.2633000e+00   2.6829000e+01   4.2333000e+01   2.7043000e+03   7.5335000e+01   1.2042000e+02   3.3756000e-01   7.9953000e+01   4.9493000e+01   2.6332000e+03   2.4339000e+01   5.1017000e+01   3.1010000e+03   2.3831000e+01   6.5740000e+01   2.3068000e+02   3.4144000e+02   9.4638000e+01   7.7079000e+01   3.2188000e+01   8.8933000e+00   2.6383000e+01   6.8820000e+00   1.8776000e+01   1.6567000e+00   3.2958000e+01   1.3823000e+01   2.3978000e+01   1.2565000e+00   1.8579000e+01   2.2633000e+00   4.8436000e+00   2.2986000e+00   1.7866000e-02   8.3570000e-01   9.8577000e-02   5.3724000e+01   4.3828000e+01   6.3288000e+01   5.3800000e+01   2.4572000e+01   6.2697000e+01   2.2070000e+01   4.0010000e+01   3.6608000e+01   4.8888000e+01   4.7414000e+01   4.0892000e+01   1.6046000e+01
   2.5255000e-01   3.6905000e+03   4.4994000e+03   9.3172000e+00   2.7155000e+01   4.2370000e+01   2.7054000e+03   7.4944000e+01   1.2040000e+02   3.3796000e-01   8.0106000e+01   4.8336000e+01   2.6343000e+03   2.4371000e+01   5.0964000e+01   3.1020000e+03   2.3364000e+01   6.5740000e+01   2.3021000e+02   3.4130000e+02   9.4597000e+01   7.7271000e+01   3.2584000e+01   8.8934000e+00   2.6355000e+01   6.7870000e+00   1.8529000e+01   1.6143000e+00   3.3657000e+01   1.3823000e+01   2.3827000e+01   1.3275000e+00   1.8647000e+01   2.2706000e+00   4.8534000e+00   2.2450000e+00   1.7866000e-02   8.3570000e-01   9.8577000e-02   5.3724000e+01   4.3828000e+01   6.2596000e+01   5.4098000e+01   2.4452000e+01   5.9502000e+01   2.2508000e+01   3.9960000e+01   3.3203000e+01   4.8764000e+01   4.7457000e+01   4.0498000e+01   1.7131000e+01
   2.4989000e-01   3.6820000e+03   4.5224000e+03   9.4484000e+00   2.6536000e+01   4.2311000e+01   2.7066000e+03   7.5617000e+01   1.2041000e+02   3.3719000e-01   8.0239000e+01   5.0014000e+01   2.6350000e+03   2.5976000e+01   4.8828000e+01   3.1032000e+03   2.3416000e+01   6.5748000e+01   2.3010000e+02   3.4161000e+02   9.4528000e+01   7.7413000e+01   3.2584000e+01   8.8934000e+00   2.6355000e+01   6.7870000e+00   1.8529000e+01   1.6143000e+00   3.3657000e+01   1.3823000e+01   2.3827000e+01   1.3275000e+00   1.8647000e+01   2.2706000e+00   4.8534000e+00   2.2450000e+00   1.7866000e-02   8.3570000e-01   9.8577000e-02   5.3724000e+01   4.3828000e+01   6.2742000e+01   5.3823000e+01   2.4714000e+01   5.9957000e+01   2.1974000e+01   4.0054000e+01   3.8141000e+01   4.3821000e+01   4.7465000e+01   4.1750000e+01   1.6991000e+01
   2.0978000e-01   3.6710000e+03   4.5436000e+03   9.3490000e+00   2.6429000e+01   4.1917000e+01   2.7055000e+03   7.5375000e+01   1.2039000e+02   3.3694000e-01   8.0295000e+01   5.0247000e+01   2.6348000e+03   2.5096000e+01   4.9453000e+01   3.1024000e+03   2.2363000e+01   6.5766000e+01   2.2940000e+02   3.4164000e+02   9.4519000e+01   7.7387000e+01   3.2141000e+01   8.9056000e+00   2.6235000e+01   6.6693000e+00   1.9031000e+01   1.6724000e+00   3.3035000e+01   1.3863000e+01   2.3958000e+01   1.1863000e+00   1.8579000e+01   2.2847000e+00   4.8357000e+00   2.2488000e+00   1.7866000e-02   8.3570000e-01   9.8577000e-02   5.3724000e+01   4.3828000e+01   6.3811000e+01   5.4197000e+01   2.0708000e+01   6.0772000e+01   2.2303000e+01   4.0094000e+01   3.8826000e+01   4.5267000e+01   4.7525000e+01   4.1030000e+01   1.9480000e+01
   2.0917000e-01   3.7036000e+03   4.5238000e+03   9.2611000e+00   2.6299000e+01   4.1897000e+01   2.7029000e+03   7.5143000e+01   1.2040000e+02   3.3433000e-01   8.0046000e+01   5.1466000e+01   2.6314000e+03   2.6554000e+01   4.9982000e+01   3.1001000e+03   2.2813000e+01   6.5779000e+01   2.2938000e+02   3.4109000e+02   9.4584000e+01   7.6981000e+01   3.2141000e+01   8.9056000e+00   2.6235000e+01   6.6693000e+00   1.9031000e+01   1.6724000e+00   3.3035000e+01   1.3863000e+01   2.3958000e+01   1.1863000e+00   1.8579000e+01   2.2847000e+00   4.8357000e+00   2.2488000e+00   2.6528000e-02   8.4694000e-01   1.0653000e-01   5.4795000e+01   4.3758000e+01   6.3250000e+01   5.4434000e+01   2.0768000e+01   5.9462000e+01   2.1770000e+01   4.0413000e+01   4.2414000e+01   4.6493000e+01   4.7523000e+01   4.1660000e+01   1.8454000e+01
   2.5256000e-01   3.7097000e+03   4.4685000e+03   9.4976000e+00   2.6906000e+01   4.2052000e+01   2.7030000e+03   7.4218000e+01   1.2041000e+02   3.4104000e-01   8.0207000e+01   5.0970000e+01   2.6323000e+03   2.5527000e+01   5.0152000e+01   3.0997000e+03   2.2501000e+01   6.5794000e+01   2.2978000e+02   3.4120000e+02   9.4491000e+01   7.7243000e+01   3.2097000e+01   8.8735000e+00   2.6540000e+01   7.0015000e+00   1.8814000e+01   1.6269000e+00   3.2917000e+01   1.3685000e+01   2.3879000e+01   1.2263000e+00   1.8595000e+01   2.2358000e+00   4.8881000e+00   2.2445000e+00   2.6528000e-02   8.4694000e-01   1.0653000e-01   5.4795000e+01   4.3758000e+01   6.4322000e+01   5.3863000e+01   2.4580000e+01   6.1543000e+01   2.2257000e+01   4.0693000e+01   4.0954000e+01   4.6885000e+01   4.7487000e+01   4.1352000e+01   1.9171000e+01
   2.5018000e-01   3.6967000e+03   4.4990000e+03   9.3032000e+00   2.6725000e+01   4.1957000e+01   2.6989000e+03   7.4898000e+01   1.2042000e+02   3.4232000e-01   7.9971000e+01   5.0113000e+01   2.6265000e+03   2.4817000e+01   5.1069000e+01   3.0987000e+03   2.2383000e+01   6.5746000e+01   2.3153000e+02   3.3983000e+02   9.4440000e+01   7.6790000e+01   3.2097000e+01   8.8735000e+00   2.6540000e+01   7.0015000e+00   1.8814000e+01   1.6269000e+00   3.2917000e+01   1.3685000e+01   2.3879000e+01   1.2263000e+00   1.8595000e+01   2.2358000e+00   4.8881000e+00   2.2445000e+00   2.6528000e-02   8.4694000e-01   1.0653000e-01   5.4795000e+01   4.3758000e+01   6.4546000e+01   5.3498000e+01   2.4813000e+01   6.2857000e+01   2.1461000e+01   4.0537000e+01   3.8432000e+01   4.9008000e+01   4.7330000e+01   4.1659000e+01   1.9501000e+01
   2.5632000e-01   3.6173000e+03   4.5250000e+03   9.3761000e+00   2.7019000e+01   4.2162000e+01   2.6987000e+03   7.4545000e+01   1.2039000e+02   3.2076000e-01   8.0012000e+01   5.0268000e+01   2.6270000e+03   2.4262000e+01   5.1899000e+01   3.0963000e+03   2.3815000e+01   6.5710000e+01   2.3072000e+02   3.4061000e+02   9.4608000e+01   7.7479000e+01   3.2478000e+01   8.9376000e+00   2.6640000e+01   6.8222000e+00   1.9004000e+01   1.6821000e+00   3.3437000e+01   1.3807000e+01   2.3722000e+01   1.4853000e+00   1.8553000e+01   2.2787000e+00   4.8089000e+00   2.3409000e+00   2.6528000e-02   8.4694000e-01   1.0653000e-01   5.4795000e+01   4.3758000e+01   6.3043000e+01   5.3694000e+01   2.5183000e+01   6.0342000e+01   2.2052000e+01   3.8328000e+01   3.8887000e+01   5.0928000e+01   4.7405000e+01   4.0365000e+01   1.6064000e+01
   2.5437000e-01   3.6343000e+03   4.4500000e+03   9.3474000e+00   2.6811000e+01   4.2097000e+01   2.7010000e+03   7.5494000e+01   1.2042000e+02   3.2067000e-01   8.0266000e+01   5.0890000e+01   2.6297000e+03   2.4805000e+01   5.1678000e+01   3.0980000e+03   2.3476000e+01   6.5770000e+01   2.3056000e+02   3.4056000e+02   9.4687000e+01   7.7383000e+01   3.2478000e+01   8.9376000e+00   2.6640000e+01   6.8222000e+00   1.9004000e+01   1.6821000e+00   3.3437000e+01   1.3807000e+01   2.3722000e+01   1.4853000e+00   1.8553000e+01   2.2787000e+00   4.8089000e+00   2.3409000e+00   2.6528000e-02   8.4694000e-01   1.0653000e-01   5.4795000e+01   4.3758000e+01   6.2749000e+01   5.4591000e+01   2.5375000e+01   6.1759000e+01   2.2026000e+01   3.8339000e+01   4.0720000e+01   5.0418000e+01   4.7417000e+01   4.1200000e+01   1.6859000e+01
